listentry,name,grade,listdate,amenddate,legacyuid,capturesca,location
1395668,FISHPOND COTTAGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511080,Unknown,"(51.36923, -2.34362)"
1395669,"GOTHIC COTTAGE WITH STEPS, GATEWAY AND BOUNDARY WALL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511081,Unknown,"(51.37276, -2.34509)"
1395670,"16-29, MARLBOROUGH BUILDINGS",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511082,Unknown,"(51.38757, -2.37008)"
1395671,STRAWBERRY GARDENS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511083,Unknown,"(51.37089, -2.34453)"
1395672,RICHMOND HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511084,Unknown,"(51.39112, -2.38326)"
1395673,THE DELL,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511085,Unknown,"(51.37071, -2.34467)"
1395674,SUMMERFIELD HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511086,Unknown,"(51.39383, -2.38596)"
1395675,WALL OF UPPER CEMETERY OF ST THOMAS AQUINAS CHURCH,II,10/15/2010 12:00:00 AM,,511087,Unknown,"(51.3731, -2.34541)"
1405945,Ashby Tomb,II,12/05/2011 12:00:00 AM,,,1:1250,"(51.37095, -2.34851)"
1395676,"30-34, MARLBOROUGH BUILDINGS",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511088,Unknown,"(51.38813, -2.36982)"
1395677,"71-79, CHURCH ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511089,Unknown,"(51.35945, -2.34734)"
1395678,HILLSTEAD,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511090,Unknown,"(51.39198, -2.38146)"
1395679,MARLBOROUGH TAVERN,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511091,Unknown,"(51.38829, -2.36977)"
1395680,LONSDALE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511092,Unknown,"(51.3595, -2.34662)"
1395681,CRANWELLS (FORMERLY SUMMERFIELD SCHOOL) AND ATTACHED BALUSTRADES AND STEPS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511093,Unknown,"(51.39328, -2.37892)"
1395682,"83-101, CHURCH ROAD",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511094,Unknown,"(51.35951, -2.34602)"
1395683,"GARDEN FLAT
NOS. 1, 2 AND 2A AND ATTACHED RAILINGS",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511095,Unknown,"(51.38841, -2.36925)"
1395684,"CLAREMONT HOUSE, WITH FRONT BOUNDARY WALLS AND PIERS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511096,Unknown,"(51.35945, -2.3452)"
1395685,"NETHERWOOD, FORMER LODGE TO CRANWELL",II,10/15/2010 12:00:00 AM,,511097,Unknown,"(51.39253, -2.38116)"
1395686,"NOS. 113, 115 AND 117 WITH BOUNDARY WALLS AND PIERS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511098,Unknown,"(51.3595, -2.34464)"
1395687,NO. 3 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511099,Unknown,"(51.38845, -2.36918)"
1395688,WESTON HILL,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511100,Unknown,"(51.39148, -2.38223)"
1395689,COMBE LODGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511101,Unknown,"(51.35984, -2.34268)"
1395690,THE ELMS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511102,Unknown,"(51.39374, -2.38278)"
1395691,NO.4 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511103,Unknown,"(51.3885, -2.36912)"
1395692,VALE LODGE,II,03/16/2005 12:00:00 AM,10/15/2010 12:00:00 AM,511104,Unknown,"(51.39302, -2.38395)"
1395693,APTHORPE,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511105,Unknown,"(51.39026, -2.38288)"
1395694,NO.5 AND ATTACHED RAILINGS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511106,Unknown,"(51.38855, -2.36906)"
1395696,NO. 6 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511107,Unknown,"(51.38859, -2.36901)"
1395697,NO.7 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511108,Unknown,"(51.38863, -2.36896)"
1395698,NO.8 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511109,Unknown,"(51.38865, -2.36891)"
1395699,NO. 9 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511110,Unknown,"(51.38847, -2.36875)"
1395700,NO. 10 AND ATTACHED RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511111,Unknown,"(51.38843, -2.36879)"
1395701,BRIAR HOUSE AND UNDER THE HILL,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511112,Unknown,"(51.39093, -2.38257)"
1395702,CRANHILL,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511113,Unknown,"(51.38977, -2.37666)"
1395703,ELMBROOK,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511114,Unknown,"(51.39028, -2.38037)"
1395704,GREYSTOKE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511115,Unknown,"(51.38989, -2.38183)"
1395705,HENLEY LODGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511116,Unknown,"(51.39034, -2.38328)"
1395706,HERNE HOUSE AND SOUTH LYNN,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511117,Unknown,"(51.38961, -2.38069)"
1395707,"11, MARLBOROUGH STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511118,Unknown,"(51.3884, -2.36883)"
1395708,THURSTON HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511119,Unknown,"(51.39053, -2.3812)"
1395709,LAURA LODGE AND COVERED ARCADE TO THE RIGHT,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511120,Unknown,"(51.39039, -2.38075)"
1395710,LITTLE WOODCOTE AND GRANVILLE LODGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511121,Unknown,"(51.38971, -2.38109)"
1395711,"12, MARLBOROUGH STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511122,Unknown,"(51.38836, -2.36889)"
1395712,MERIDEN,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511123,Unknown,"(51.39002, -2.37777)"
1395713,CHAPEL OF ST MARTIN,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511124,Unknown,"(51.35848, -2.37123)"
1395714,MORAVIAN COTTAGES NOS. 1 AND 2 AND MORAVIAN BURIAL GROUND TO REAR,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511125,Unknown,"(51.38963, -2.37977)"
1395715,CROSS KEYS INN,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511126,Unknown,"(51.35554, -2.36366)"
1395716,ORMOND LODGE,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511127,Unknown,"(51.38958, -2.3785)"
1395717,ST MARTIN'S HOSPITAL,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511128,Unknown,"(51.35847, -2.37212)"
1395718,"PIERS, RAILINGS AND PLINTHS TO THE SOUTH OF THE MUNICIPAL GOLF COURSE",II,10/15/2010 12:00:00 AM,,511129,Unknown,"(51.3889, -2.37461)"
1395719,SOUTHWEST HOUSE AND EASTCOTE,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511130,Unknown,"(51.39045, -2.38097)"
1395720,ST LEONARDS,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511131,Unknown,"(51.39085, -2.38232)"
1395721,SUNNYSIDE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511132,Unknown,"(51.38979, -2.38135)"
1395722,THE PRIORY HOTEL,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511133,Unknown,"(51.39012, -2.38251)"
1395724,THE PORTER PUBLIC HOUSE,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511134,Unknown,"(51.3849, -2.36281)"
1395725,"3-11, MILES'S BUILDINGS",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511135,Unknown,"(51.38517, -2.3629)"
1395726,NEW BRIDGE OR NEWTON BRIDGE,II*,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511136,1:1250,"(51.39037, -2.40839)"
1395728,OLD LABOUR EXCHANGE (FORMER WEIGHTS AND MEASURES OFFICE),II,04/24/2002 12:00:00 AM,10/15/2010 12:00:00 AM,511137,Unknown,"(51.38067, -2.36383)"
1395729,"2-22, MILSOM STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511138,Unknown,"(51.38395, -2.36188)"
1395730,MONMOUTH HOTEL,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511139,Unknown,"(51.38342, -2.3694)"
1395731,NOS. 1-12 (CONSEC) AND ATTACHED RAILINGS,II,05/12/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511140,Unknown,"(51.38206, -2.36918)"
1395732,WILDACRE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511141,Unknown,"(51.36218, -2.36503)"
1395733,"64-72, ENTRY HILL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511142,Unknown,"(51.36152, -2.36461)"
1395734,"110, ENTRY HILL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511143,Unknown,"(51.36152, -2.36461)"
1395735,VICTORIA COTTAGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511144,Unknown,"(51.38967, -2.37895)"
1395736,"112, ENTRY HILL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511145,Unknown,"(51.35881, -2.36348)"
1395737,ENTRY HILL HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511147,Unknown,"(51.36711, -2.36281)"
1395738,VILLA JULIA,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511148,Unknown,"(51.39072, -2.38189)"
1395739,GRANVILLE HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511149,Unknown,"(51.36683, -2.36362)"
1395740,NEWFIELD,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511150,Unknown,"(51.36528, -2.36372)"
1395741,THE LODGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511151,Unknown,"(51.36518, -2.36422)"
1395742,NO. 1 AND ATTACHED RAILINGS AND VAULTS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511152,Unknown,"(51.38582, -2.36065)"
1395743,NO. 2 AND ATTACHED RAILINGS AND VAULTS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511153,Unknown,"(51.38571, -2.36071)"
1395744,CUMBERLAND HOUSE,II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511154,Unknown,"(51.38291, -2.36948)"
1395745,"8-18, NORFOLK CRESCENT",II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511155,Unknown,"(51.38237, -2.36978)"
1395746,NOS. 3 AND 3A AND ATTACHED RAILINGS AND VAULTS,II,06/12/1950 12:00:00 AM,,511156,Unknown,"(51.3856, -2.3608)"
1395747,WESTFIELD HOUSE AND CANOPY OVER PATH TO THE RIGHT,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511157,Unknown,"(51.39032, -2.38055)"
1395748,WATCHMAN'S BOX,II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511158,Unknown,"(51.38311, -2.36978)"
1406246,Beech Cottage,II,11/15/2011 12:00:00 AM,,,1:1250,"(51.35932, -2.35146)"
1395749,WESTFIELD LODGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511159,Unknown,"(51.3908, -2.38209)"
1395750,"1, NORTH PARADE",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511160,Unknown,"(51.38064, -2.35811)"
1395751,"1-4, WEYMOUTH STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511161,Unknown,"(51.39132, -2.35296)"
1395752,OAST HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511162,Unknown,"(51.39089, -2.35287)"
1395753,WAR MEMORIAL IN HAYCOMBE CEMETERY,II,10/15/2010 12:00:00 AM,,511163,Unknown,"(51.37114, -2.40452)"
1395754,1-14 (CONSEC) WITH AREA RAILINGS,I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511164,Unknown,"(51.37505, -2.3502)"
1395755,"1, WIDCOMBE HILL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511165,Unknown,"(51.37509, -2.34923)"
1395756,"2, WIDCOMBE HILL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511167,Unknown,"(51.37507, -2.34913)"
1395757,"3, WIDCOMBE HILL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511168,Unknown,"(51.37505, -2.34904)"
1395758,"4, WIDCOMBE HILL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511169,Unknown,"(51.37503, -2.34897)"
1395759,"5, WIDCOMBE HILL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511170,Unknown,"(51.37499, -2.34884)"
1395760,BOUNDARY MARKER OPPOSITE MACAULEY BUILDINGS,II,10/15/2010 12:00:00 AM,,511171,Unknown,"(51.37357, -2.3394)"
1395761,"CHURCH OF ST MATTHEW, WITH BOUNDARY WALLS AND PAVING",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511172,Unknown,"(51.3764, -2.35195)"
1395762,CROWE HALL,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511173,Unknown,"(51.3743, -2.34642)"
1395763,GATES AND GATE PIERS TO CROWE HALL,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511174,Unknown,"(51.37471, -2.3466)"
1395764,COACH HOUSE TO CROWE HALL,II,08/05/1975 12:00:00 AM,08/15/2010 12:00:00 AM,511175,Unknown,"(51.37433, -2.34678)"
1395765,NOS. 4 AND 5 AND ATTACHED VAULTS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511176,Unknown,"(51.38569, -2.36086)"
1395766,GOTHIC TEMPLE IN GROUNDS OF RAINBOW  WOOD,II*,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511177,Unknown,"(51.37226, -2.3374)"
1395767,NO. 7 AND ATTACHED RAILINGS AND VAULTS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511178,Unknown,"(51.38581, -2.36089)"
1395768,MILEPOST AT ST760641,II,10/15/2010 12:00:00 AM,,511179,Unknown,"(51.37479, -2.34629)"
1395769,PREMISES OCCUPIED BY MESSRS LLOYD BLACKMAN,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511180,Unknown,"(51.37628, -2.35273)"
1395770,"NOS. 9, 10 AND 11 FOUNTAIN HOUSE AND ATTACHED RAILINGS AND VAULTS",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511181,Unknown,"(51.38596, -2.36092)"
1395771,"THE WHITE HART PUBLIC HOUSE, WITH BOUNDARY WALL",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511182,Unknown,"(51.37636, -2.35316)"
1395772,WIDCOMBE HILL HOUSE,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511183,Unknown,"(51.37504, -2.34697)"
1395773,GATE PIERS AND BOUNDARY WALLS TO WIDCOMBE HILL HOUSE,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511184,Unknown,"(51.37487, -2.3471)"
1395774,16 WIDCOMBE PARADE INCLUDING 2 PRIOR PARK ROAD,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511185,Unknown,"(51.37642, -2.35355)"
1395775,"1A, NORTH PARADE",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511186,Unknown,"(51.38064, -2.35801)"
1395776,"1-6, WIDCOMBE TERRACE",II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511187,Unknown,"(51.37479, -2.34917)"
1395777,COMPASS ABBEY HOTEL (PART),II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511188,Unknown,"(51.3806, -2.35786)"
1395778,HAY HILL BAPTIST CHURCH,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511189,Unknown,"(51.38594, -2.36062)"
1395779,COMPASS ABBEY HOTEL (PART),II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511190,Unknown,"(51.38061, -2.35762)"
1395780,"TERRACE, STEPS, WALLS, PIERS AND RAILINGS TO NOS 1-6 (CONSEC)",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511191,Unknown,"(51.37474, -2.3493)"
1395782,"4, NORTH PARADE",II*,06/10/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511193,Unknown,"(51.38062, -2.35749)"
1395783,"5, NORTH PARADE",II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511194,Unknown,"(51.38064, -2.3574)"
1395784,NOS. 1 AND 2 AND ATTACHED IRONWORK AND STONE PIERS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511195,Unknown,"(51.39133, -2.3693)"
1395785,THE MANDOLYN PUBLIC HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511196,Unknown,"(51.3858, -2.36125)"
1395786,ST WINIFRED'S WELL COTTAGE AND CLARE COTTAGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511197,Unknown,"(51.39381, -2.37017)"
1395787,"6, NORTH PARADE",II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511198,Unknown,"(51.38067, -2.35732)"
1395788,FOXHILL GROVE FARM,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511199,Unknown,"(51.36549, -2.35595)"
1395789,"1A AND 1-6, WOOD STREET",I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511200,Unknown,"(51.38333, -2.36251)"
1395790,"7-12, NORTH PARADE",I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511201,Unknown,"(51.38065, -2.35661)"
1395791,"1 AND 2, WOODHILL PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511202,Unknown,"(51.3776, -2.33356)"
1395792,FRANKLEY HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511203,Unknown,"(51.39466, -2.35304)"
1395793,PIERS WALLS AND STEPS TO NOS. 1 AND 2 WOODHILL PLACE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511204,Unknown,"(51.37742, -2.33368)"
1395794,NORTH PARADE HOUSE,I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511205,Unknown,"(51.38067, -2.3562)"
1395795,"14, NORTH PARADE",I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511207,Unknown,"(51.38069, -2.35571)"
1395796,NOS. 1-6 (CONSEC) WITH RAILINGS AND PIERS,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511208,Unknown,"(51.37723, -2.33393)"
1395797,DELIA'S GROTTO IN GARDEN OF NO. 14,I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511209,Unknown,"(51.38068, -2.35558)"
1395798,"1-8, WORCESTER PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511210,Unknown,"(51.39706, -2.35023)"
1395800,NORTH PARADE BRIDGE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511211,Unknown,"(51.38086, -2.35528)"
1395801,"1-8, WORCESTER TERRACE",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511212,Unknown,"(51.39363, -2.34825)"
1395802,"1-4, WORCESTER VILLAS",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511213,Unknown,"(51.39743, -2.35022)"
1395804,YORK HOUSE HOTEL,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511214,Unknown,"(51.38493, -2.36094)"
1395806,"5 AND 6, YORK PLACE",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511215,Unknown,"(51.3918, -2.35223)"
1395807,"RETAINING WALL WITH BALUSTRADE TO PARADE GARDENS, AND THE VAULTS BENEATH",II,10/18/1995 12:00:00 AM,10/15/2010 12:00:00 AM,511216,Unknown,"(51.38089, -2.35637)"
1395808,THE PORTER BUTT PUBLIC HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511217,Unknown,"(51.39172, -2.35234)"
1395809,YORK VILLA AND ATTACHED AREA RAILINGS,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511218,Unknown,"(51.39185, -2.35197)"
1395810,THE ALE HOUSE,II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511219,Unknown,"(51.38096, -2.35797)"
1395811,"2 AND 2A, YORK STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511220,Unknown,"(51.38094, -2.35811)"
1395812,"7, YORK STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511221,Unknown,"(51.38092, -2.3587)"
1395813,"9, YORK STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511222,Unknown,"(51.38084, -2.35904)"
1395815,"11A AND 12-15, YORK STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511223,Unknown,"(51.38109, -2.35836)"
1395816,"16, 17 AND 18, YORK STREET (See details for further address information)",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511224,Unknown,"(51.38112, -2.35804)"
1395817,FRIENDS MEETING HOUSE,II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511225,Unknown,"(51.38092, -2.35848)"
1395818,"2-6, NORTH PARADE BUILDINGS",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511226,Unknown,"(51.38046, -2.35816)"
1395819,"7-9, NORTH PARADE BUILDINGS",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511227,Unknown,"(51.38042, -2.35847)"
1395820,"10, NORTH PARADE BUILDINGS",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511228,Unknown,"(51.38063, -2.35837)"
1395821,RED LION HOTEL,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511229,Unknown,"(51.3586, -2.37633)"
1395822,"1, NORTH PARADE PASSAGE",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511230,Unknown,"(51.38074, -2.35861)"
1395823,NOS. 2-17 (CONSEC) WITH ATTACHED RAILINGS,I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511231,Unknown,"(51.38491, -2.36385)"
1395824,"2, NORTH PARADE PASSAGE",II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511232,Unknown,"(51.38075, -2.35854)"
1395825,NOS. 18-30 (CONSEC) WITH ATTACHED RAILINGS,I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511233,Unknown,"(51.38509, -2.3635)"
1395826,"3, NORTH PARADE PASSAGE",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511234,Unknown,"(51.38075, -2.3584)"
1395827,"PART OF QUEEN'S BATH, INCLUDING `BRIDGE' SPANNING YORK STREET",II,08/11/1972 12:00:00 AM,10/15/2010 12:00:00 AM,511235,Unknown,"(51.38092, -2.35991)"
1395828,"32, GAY STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511236,Unknown,"(51.38451, -2.36327)"
1395829,SALLY LUNN'S HOUSE,II*,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511237,Unknown,"(51.38075, -2.35828)"
1395830,RALPH ALLEN'S HOUSE,I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511238,Unknown,"(51.38083, -2.35861)"
1395831,"33, GAY STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511239,Unknown,"(51.38445, -2.36324)"
1395832,"34, GAY STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511240,Unknown,"(51.38441, -2.36322)"
1395833,"5, NORTH PARADE PASSAGE",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511241,Unknown,"(51.38078, -2.35819)"
1395834,"VIADUCT LEADING TO NORTH PARADE BRIDGE, WITH ASSOCIATED LODGES",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511242,Unknown,"(51.38088, -2.35429)"
1395835,"35-40, GAY STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511243,Unknown,"(51.38422, -2.36314)"
1395836,BATH SPA HOTEL,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511244,Unknown,"(51.38598, -2.34461)"
1395837,"41, GAY STREET",I,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511245,Unknown,"(51.38401, -2.36308)"
1395838,GAY'S HOUSE,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511247,Unknown,"(51.39174, -2.35893)"
1395839,"103-107, HIGH STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511248,Unknown,"(51.39762, -2.39443)"
1395840,"2 AND 3, GEORGE STREET",II,06/12/1950 12:00:00 AM,10/15/2010 12:00:00 AM,511249,Unknown,"(51.38469, -2.36235)"
1395841,"108, HIGH STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511250,Unknown,"(51.39755, -2.39428)"
1395842,"4-7, GEORGE STREET",II,08/05/1975 12:00:00 AM,,511251,Unknown,"(51.38465, -2.36257)"
1395843,"117 AND 119, HIGH STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511255,Unknown,"(51.39686, -2.39222)"
1395844,"120, HIGH STREET",II,07/14/1955 12:00:00 AM,10/15/2010 12:00:00 AM,511256,Unknown,"(51.39673, -2.392)"
1395845,GROTTO IN GROUNDS OF THE BATH SPA HOTEL APPROX. 40M TO THE WEST,II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511257,Unknown,"(51.38568, -2.34648)"
1395846,VICTORIA TERRACE (See details for further address information),II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511258,Unknown,"(51.39662, -2.39173)"
1395847,"124, HIGH STREET",II,08/05/1975 12:00:00 AM,10/14/2010 12:00:00 AM,511259,Unknown,"(51.39657, -2.39154)"
1395848,"134 AND 135, HIGH STREET",II,08/05/1975 12:00:00 AM,10/15/2010 12:00:00 AM,511260,Unknown,"(51.39634, -2.39118)"
