listentry,name,grade,listdate,amenddate,legacyuid,capturesca,location
1115352,HAYES FARMHOUSE,II,10/19/1983 12:00:00 AM,,32398,1:2500,"(51.32219, -2.40265)"
1115354,BARN AND TWO SHELTER SHEDS TO NORTH OF UPPER BAGGRIDGE FARMHOUSE,II,10/19/1983 12:00:00 AM,,32412,1:2500,"(51.31036, -2.36183)"
1115355,BARN 10 METRES WEST OF SHEEP HOUSE FARM,II,09/27/1985 12:00:00 AM,,32414,1:2500,"(51.37425, -2.29704)"
1115356,K6 TELEPHONE KIOSK BY MEMORIAL TROUGH,II,03/23/1989 12:00:00 AM,,32417,1:2500,"(51.32299, -2.3751)"
1115357,COMBE HAY PARISH CHURCH,II,02/01/1956 12:00:00 AM,,32420,1:2500,"(51.337, -2.38173)"
1115358,MONUMENT TO SABEN FAMILY IN CHURCHYARD TO NORTH OF PARISH CHURCH,II,09/24/1984 12:00:00 AM,,32422,1:2500,"(51.33709, -2.38166)"
1115359,"UNIDENTIFIED MONUMENT,TO SOUTH EAST OF SABEN MONUMENT IN CHURCHYARD TO NORTH OF PARISH CHURCH",II,09/24/1984 12:00:00 AM,,32423,1:2500,"(51.33708, -2.38165)"
1115360,"MONUMENT TO JANE SABEN,IN CHURCHYARD TO NORTH OF PARISH CHURCH",II,09/24/1984 12:00:00 AM,,32425,1:2500,"(51.33715, -2.38164)"
1115361,"UNIDENTIFIED MONUMENT,1 YARD NORTH OF SABIN MONUMENT,IN CHURCHYARD TO NORTH OF PARISH CHURCH",II,09/24/1984 12:00:00 AM,,32427,1:2500,"(51.33717, -2.38168)"
1115362,"MONUMENT TO WILLIAM BARNARD,IN CHURCHYARD TO NORTH OF PARISH CHURCH",II,09/24/1984 12:00:00 AM,,32428,1:2500,"(51.33709, -2.38188)"
1115363,COMBE HAY MANOR,I,02/01/1956 12:00:00 AM,,32431,1:2500,"(51.33683, -2.38199)"
1115364,THE OLD SCHOOL HOUSE,II,09/24/1984 12:00:00 AM,,32433,1:2500,"(51.33703, -2.38521)"
1115365,THE LODGE,II,09/24/1984 12:00:00 AM,,32434,1:2500,"(51.33813, -2.38993)"
1115366,ROSE COTTAGES,II,09/24/1984 12:00:00 AM,,32436,1:2500,"(51.33798, -2.38427)"
1115367,WATERCRESS COTTAGE,II*,02/01/1956 12:00:00 AM,,32438,1:2500,"(51.33792, -2.38338)"
1115368,THE WHEATSHEAF,II,02/01/1956 12:00:00 AM,,32440,1:2500,"(51.33915, -2.38014)"
1115369,BOUNDARY POST ON A367 AT DUNKERTON BRIDGE NATIONAL GRID REFERENCE ST 7156 5932,II,09/24/1984 12:00:00 AM,,32442,1:2500,"(51.33235, -2.40946)"
1115370,"DOVECOTE, 100 YARDS TO REAR OF MANOR HOUSE",II*,02/01/1956 12:00:00 AM,,32343,1:2500,"(51.32378, -2.3739)"
1115371,CAISSON HOUSE,II,09/24/1984 12:00:00 AM,,32446,1:2500,"(51.34166, -2.37297)"
1115372,"FLIGHT OF 10 LOCKS,TO NORTH AND SOUTH OF CAISSON HOUSE",II,05/05/1982 12:00:00 AM,,32448,1:2500,"(51.3401, -2.37358)"
1115373,WANSDYKE COTTAGE,II,09/24/1984 12:00:00 AM,,32450,1:2500,"(51.37404, -2.47918)"
1115374,WICK FARMHOUSE,II,09/24/1984 12:00:00 AM,,32451,1:2500,"(51.36432, -2.50381)"
1115375,UNIDENTIFIED MONUMENT IN THE CHURCHYARD 15 YARDS TO EAST OF ST MARY'S CHURCH,II,09/24/1984 12:00:00 AM,,32453,1:2500,"(51.37964, -2.51006)"
1115376,MILL FARMHOUSE,II,09/24/1984 12:00:00 AM,,32455,1:2500,"(51.38013, -2.5113)"
1115377,ROAD BRIDGE OVER THE RIVER CHEW,II,02/01/1956 12:00:00 AM,,32457,1:2500,"(51.38014, -2.50858)"
1115378,COMPTON COTTAGE,II,09/24/1984 12:00:00 AM,,32461,1:2500,"(51.37795, -2.50935)"
1115379,"MONUMENT TO FORD FAMILY,IN CHURCHYARD IMMEDIATELY TO SOUTH OF PORCH OF ST MICHAEL'S CHURCH",II,09/24/1984 12:00:00 AM,,32464,1:2500,"(51.38648, -2.48288)"
1115380,CHURCH OF ST MARGARET,II*,02/01/1956 12:00:00 AM,,32468,1:2500,"(51.40094, -2.52722)"
1115381,MANOR HOUSE,II*,02/01/1956 12:00:00 AM,,32470,1:2500,"(51.40075, -2.52772)"
1115382,MANOR FARMHOUSE,II,02/01/1956 12:00:00 AM,,32473,1:2500,"(51.40066, -2.52842)"
1115383,"CROSS COTTAGE
MANOR FARM COTTAGE",II,09/24/1984 12:00:00 AM,,32477,1:2500,"(51.40174, -2.5276)"
1115384,ROSE COTTAGE,II,09/24/1984 12:00:00 AM,,32479,1:2500,"(51.40192, -2.52733)"
1115385,SCHOOL COTTAGE,II,09/24/1984 12:00:00 AM,,32483,1:2500,"(51.40147, -2.52614)"
1115386,DIAMOND'S COTTAGE,II,09/24/1984 12:00:00 AM,,32484,1:2500,"(51.40155, -2.52563)"
1115387,CORSTON FIELD FARMHOUSE,II,09/24/1984 12:00:00 AM,,32486,1:2500,"(51.38169, -2.46737)"
1115388,"KELSTON VIEW
SELWOOD",II,09/24/1984 12:00:00 AM,,32488,1:2500,"(51.38716, -2.44032)"
1115389,FORGE HOUSE,II,09/24/1984 12:00:00 AM,,32490,1:2500,"(51.38721, -2.44052)"
1115391,BROOKSIDE,II,09/24/1984 12:00:00 AM,,32494,1:2500,"(51.3861, -2.43788)"
1115392,LINK HILL,II,10/19/1983 12:00:00 AM,,32393,1:2500,"(51.32805, -2.3715)"
1115393,DOUBLE HILL FARMHOUSE,II,10/19/1983 12:00:00 AM,,32394,1:2500,"(51.31361, -2.40484)"
1119780,MANOR FARM COTTAGES,II,06/19/1998 12:00:00 AM,,469334,1:10000,"(51.33774, -2.3832)"
1129439,UNIDENTIFIED MONUMENT IN CHURCHYARD TO SOUTH OF ALL SAINTS' CHURCH,II,09/24/1984 12:00:00 AM,,32499,1:2500,"(51.38561, -2.43977)"
1129440,"2, WELLS ROAD",II,09/24/1984 12:00:00 AM,,32500,1:2500,"(51.38585, -2.43866)"
1129441,CHURCH OF ST PETER,I,02/01/1956 12:00:00 AM,,32502,1:2500,"(51.36434, -2.40924)"
1129442,"UNIDENTIFIED MONUMENT,10 METRES EAST OF DAY MONUMENT",II,09/24/1984 12:00:00 AM,,32504,1:2500,"(51.36422, -2.4092)"
1129443,"UNIDENTIFIED MONUMENT,20 METRES TO SOUTH EAST OF DAY MONUMENT",II,09/24/1984 12:00:00 AM,,32505,1:2500,"(51.36423, -2.40902)"
1129444,RECTORY FARMHOUSE,II,02/01/1956 12:00:00 AM,,32506,1:2500,"(51.36368, -2.40857)"
1129445,BLAKE'S FARMHOUSE,II,09/24/1984 12:00:00 AM,,32508,1:2500,"(51.36457, -2.40623)"
1129446,BOUNDARY POST AT NGR ST 7183 6049,II,09/24/1984 12:00:00 AM,,32510,1:2500,"(51.34289, -2.40559)"
1129447,"HAYCOMBE HOUSE
INGLESCOMBE HOUSE",II,09/24/1984 12:00:00 AM,,32512,1:2500,"(51.3682, -2.40856)"
1129448,ALLANDALE,II,09/24/1984 12:00:00 AM,,32513,1:2500,"(51.35079, -2.42678)"
1129449,WESTVALE AND ADJOINING COTTAGE,II,09/24/1984 12:00:00 AM,,32515,1:2500,"(51.34555, -2.42345)"
1129450,THE OLD SCHOOL,II,09/24/1984 12:00:00 AM,,32519,1:2500,"(51.32302, -2.32113)"
1129451,BROADFIELD FARMHOUSE,II,09/24/1984 12:00:00 AM,,32522,1:2500,"(51.32883, -2.33526)"
1129452,NORTON BARN,II,09/24/1984 12:00:00 AM,,32524,1:2500,"(51.31734, -2.33008)"
1129453,"7 AND 9, GREEN LANE",II,09/24/1984 12:00:00 AM,,32528,1:2500,"(51.3223, -2.32773)"
1129454,YEW COTTAGE,II,09/24/1984 12:00:00 AM,,32531,1:2500,"(51.32229, -2.32701)"
1129455,HINTON FARMHOUSE,II,09/24/1984 12:00:00 AM,,32533,1:2500,"(51.32185, -2.32829)"
1129456,TUGGY'S,II,09/24/1984 12:00:00 AM,,32537,1:2500,"(51.32196, -2.32908)"
1129457,BRIDGE OVER MIDFORD BROOK,II,09/24/1984 12:00:00 AM,,32540,1:2500,"(51.34495, -2.34357)"
1129458,DUNKIRK MILL AND MIDDLE HOUSE,II,11/13/1978 12:00:00 AM,09/24/1984 12:00:00 AM,32544,1:2500,"(51.33416, -2.30976)"
1129459,PARK FARMHOUSE,II,09/24/1984 12:00:00 AM,,32546,1:2500,"(51.36825, -2.43722)"
1129460,"CHURCHYARD CROSS, IN CHURCHYARD TO SOUTH OF HOLY TRINITY CHURCH",II,09/24/1984 12:00:00 AM,,32549,1:2500,"(51.38199, -2.43078)"
1129461,REFECTORY TO WEST OF CHAPTER HOUSE,I,02/01/1956 12:00:00 AM,,32551,1:2500,"(51.33129, -2.32027)"
1129462,IFORD MILL,II,09/24/1984 12:00:00 AM,,32552,1:2500,"(51.32844, -2.28923)"
1129463,"UNIDENTIFIED MONUMENT,IN CHURCHYARD AT SOUTH EAST CORNER OF HOLY TRINITY CHURCH",II,09/24/1984 12:00:00 AM,,32554,1:2500,"(51.38206, -2.43074)"
1129464,MONUMENT TO SPENCER FAMILY IN CHURCHYARD TO SOUTH OF HOLY TRINITY CHURCH,II,09/24/1984 12:00:00 AM,,32555,1:2500,"(51.38199, -2.431)"
1129465,"MONUMENT TO CHARLES FAMILY,IN CHURCHYARD TO NORTH WEST OF HOLY TRINITY CHURCH",II,09/24/1984 12:00:00 AM,,32556,1:2500,"(51.38225, -2.4311)"
1129466,"MONUMENT TO THOMAS CLEMS,IN CHURCHYARD TO NORTH OF HOLY TRINITY CHURCH",II,09/24/1984 12:00:00 AM,,32557,1:2500,"(51.38231, -2.4312)"
1129467,"UNIDENTIFIED MONUMENT,4 METRES SOUTH OF GORE LANGTON MONUMENT IN CHURCHYARD TO NORTH EAST OF HOLY TRINITY CHURCH",II,09/24/1984 12:00:00 AM,,32559,1:2500,"(51.38239, -2.43061)"
1129468,"UNIDENTIFIED MONUMENT,2 METRES SOUTH OF FILMER MONUMENT,IN CHURCHYARD TO NORTH EAST OF HOLY TRINITY CHURCH",II,09/24/1984 12:00:00 AM,,32561,1:2500,"(51.38226, -2.43064)"
1129469,8,II,09/24/1984 12:00:00 AM,,32563,1:2500,"(51.38213, -2.42985)"
1129470,SCHOOL HOUSE ADJOINING PARISH ROOM AND GARDEN WALL TO FRONT WITH GATEPIERS,II,02/01/1956 12:00:00 AM,09/24/1984 12:00:00 AM,32564,1:2500,"(51.38192, -2.43016)"
1129471,"10,11 AND 12",II,09/24/1984 12:00:00 AM,,32568,1:2500,"(51.38103, -2.42916)"
1129472,THE MOUNT,II,09/24/1984 12:00:00 AM,,32573,1:2500,"(51.38193, -2.42822)"
1129473,"BARN,IMMEDIATELY EAST OF SPENCER'S COTTAGE",II,09/24/1984 12:00:00 AM,,32575,1:2500,"(51.38137, -2.42668)"
1129474,VILLAGE HALL,II,09/24/1984 12:00:00 AM,,32578,1:2500,"(51.38109, -2.42607)"
1129475,THE SHOP,II,09/24/1984 12:00:00 AM,,32580,1:2500,"(51.38138, -2.42782)"
1129476,CASTLE KEEP IN THE GROUNDS OF NEWTON PARK,I,09/24/1984 12:00:00 AM,,32584,1:2500,"(51.37405, -2.44098)"
1129477,STABLE BLOCK AND COACH HOUSE,II*,09/24/1984 12:00:00 AM,,32587,1:2500,"(51.37381, -2.44221)"
1129478,THE LODGE,II,09/24/1984 12:00:00 AM,,32589,1:2500,"(51.38077, -2.42999)"
1129479,"PAIR OF GATEPIERS,RAILINGS,OUTERPIERS AND FLANKING QUADRANT WALLS TO NEWTON PARK",II,09/24/1984 12:00:00 AM,,32594,1:2500,"(51.38593, -2.43224)"
1129480,THE OLD RECTORY,II,09/24/1984 12:00:00 AM,,32497,1:2500,"(51.38591, -2.44066)"
1129481,MODEL FARM AND FARMHOUSE,II,09/24/1984 12:00:00 AM,,32600,1:2500,"(51.3842, -2.58818)"
1129482,PARK FARMHOUSE,II,09/24/1984 12:00:00 AM,,32601,1:2500,"(51.3818, -2.58487)"
1129483,STABLES AND COACH HOUSE TO NORTH OF NORTON MALREWARD COURT,II,09/24/1984 12:00:00 AM,,32603,1:2500,"(51.3837, -2.5791)"
1129484,CHURCH OF ALL SAINTS,I,09/21/1960 12:00:00 AM,,32605,1:2500,"(51.37507, -2.54235)"
1129485,PUBLOW BRIDGE,II,09/21/1960 12:00:00 AM,,32606,1:2500,"(51.37552, -2.54328)"
1129486,BELLEVUE,II,09/24/1984 12:00:00 AM,,32607,1:2500,"(51.37587, -2.54235)"
1129487,BELLUTON HOUSE,II,09/24/1984 12:00:00 AM,,32610,1:2500,"(51.37779, -2.55735)"
1129488,THE GRANGE,II,09/24/1984 12:00:00 AM,,32612,1:2500,"(51.37735, -2.55764)"
1129489,"169 AND 170, BLACKROCK LANE",II,09/24/1984 12:00:00 AM,,32614,1:2500,"(51.38006, -2.54343)"
1129490,MILESTONE AT NATIONAL GRID REFERENCE ST 6169 6506,II,09/24/1984 12:00:00 AM,,32616,1:2500,"(51.38321, -2.55182)"
1129491,AMERCOMBE,II,09/24/1984 12:00:00 AM,,32617,1:2500,"(51.38188, -2.55245)"
1129492,BRIDGE OVER THE RIVER CHEW,II,09/21/1960 12:00:00 AM,,32619,1:2500,"(51.37125, -2.54919)"
1129493,GILL'S SHOE SHOP,II,09/24/1984 12:00:00 AM,,32621,1:2500,"(51.37138, -2.54955)"
1129494,LOCK UP,II,09/24/1984 12:00:00 AM,,32625,1:2500,"(51.37162, -2.5474)"
1129495,PARSONAGE FARMHOUSE,II,09/24/1984 12:00:00 AM,,32628,1:2500,"(51.37807, -2.54532)"
1129496,BELL FARMHOUSE,II,09/21/1960 12:00:00 AM,09/24/1984 12:00:00 AM,32632,1:2500,"(51.37853, -2.53008)"
1129497,"CHEW COTTAGE
NEWBRIDGE HOUSE",II,09/24/1984 12:00:00 AM,,32633,1:2500,"(51.37832, -2.5301)"
1129498,"UNIDENTIFIED MONUMENT,IN CHURCHYARD 8 METRES TO EAST OF CHURCH OF ST NICHOLAS",II,09/24/1984 12:00:00 AM,,32637,1:2500,"(51.40608, -2.55865)"
1129499,MANOR FARMHOUSE,II,09/24/1984 12:00:00 AM,,32641,1:2500,"(51.40522, -2.55202)"
1129500,STOCKWOOD FARMHOUSE,II,09/24/1984 12:00:00 AM,,32646,1:2500,"(51.41741, -2.53386)"
1129501,CHURCH OF THE HOLY TRINITY,II*,02/01/1956 12:00:00 AM,,32548,1:2500,"(51.38216, -2.43085)"
1129502,YEW TREE COTTAGE,II,08/23/1989 12:00:00 AM,,32649,1:2500,"(51.40661, -2.55874)"
1129503,"K6 TELEPHONE KIOSK, HINTON CHARTERHOUSE",II,03/07/1990 12:00:00 AM,,32652,1:2500,"(51.32282, -2.32904)"
1129504,BOUNDARY MARKER ABOUT 10 METRES SOUTH WEST OF RED POST INN,II,09/30/1985 12:00:00 AM,,32655,1:2500,"(51.3126, -2.43381)"
1129505,SPRING FARMHOUSE,II,09/30/1985 12:00:00 AM,,32657,1:2500,"(51.32206, -2.43725)"
1129506,"UNITED METHODIST FREE CHURCH AND ATTACHED GATES, PIERS AND FLANKING WALLS",II,09/30/1985 12:00:00 AM,,32658,1:2500,"(51.32194, -2.43509)"
1129507,"DOLPHIN COTTAGE
LITTLEVALE HOUSE",II,09/30/1985 12:00:00 AM,,32659,1:2500,"(51.32199, -2.44071)"
1129508,CHURCH OF ST JOHN BAPTIST,II,09/30/1985 12:00:00 AM,,32660,1:2500,"(51.31625, -2.43309)"
1129509,STONEY LITTLETON FARMHOUSE,II,09/30/1985 12:00:00 AM,,32661,1:2500,"(51.30787, -2.38646)"
1129510,"GATES, PIERS AND FLANKING WALLS 20 METRES WEST OF STONEY LITTLETON FARMHOUSE",II,09/30/1985 12:00:00 AM,,32662,1:2500,"(51.30771, -2.38693)"
1129511,SHOSCOMBE FARMHOUSE,II,09/30/1985 12:00:00 AM,,32663,1:2500,"(51.30678, -2.41837)"
1129512,SHOSCOMBE PRIMARY SCHOOL AND ST JULIAN'S CHURCH,II,09/30/1985 12:00:00 AM,,32664,1:2500,"(51.30392, -2.40764)"
1129513,APPLE TREE INN,II,09/30/1985 12:00:00 AM,,32666,1:2500,"(51.30633, -2.41436)"
1129514,CHURCH OF ST PETER,I,02/01/1956 12:00:00 AM,,32670,1:2500,"(51.31519, -2.4505)"
1129515,DOWNSIDE HOUSE,II,12/13/1985 12:00:00 AM,,32675,1:2500,"(51.32035, -2.45791)"
1129516,TUNLEY FARMHOUSE,II,02/01/1956 12:00:00 AM,,32678,1:2500,"(51.33027, -2.45287)"
1129517,CROSSWAYS HOUSE,II,12/13/1985 12:00:00 AM,,32680,1:2500,"(51.34387, -2.40527)"
1129518,SKRINE MONUMENT IN THE CHURCHYARD AND 2 METRES WEST OF TOWER OF ALL SAINTS CHURCH,II,12/13/1985 12:00:00 AM,,32684,1:2500,"(51.33205, -2.41612)"
1129519,GATEPOSTS AND FLANKING WALLS ABOUT 100 METRES SOUTH EAST OF THE GRANGE,II,12/13/1985 12:00:00 AM,,32688,1:2500,"(51.33287, -2.41483)"
1129520,CROOKED COTTAGE,II,02/01/1956 12:00:00 AM,12/13/1985 12:00:00 AM,32689,1:2500,"(51.33448, -2.41795)"
1129521,POWDERHOUSE 80 METRES NORTH OF DOWNSIDE HOUSE (AT ST 6820 5808),II,06/22/1988 12:00:00 AM,,32693,1:2500,"(51.32111, -2.45837)"
1129522,WINSBURY HOUSE,II,12/13/1985 12:00:00 AM,,32697,1:2500,"(51.36324, -2.47981)"
1129523,10 AND 11,II,12/13/1985 12:00:00 AM,,32701,1:2500,"(51.35932, -2.5073)"
1129524,THE MOUNT,II,12/13/1985 12:00:00 AM,,32703,1:2500,"(51.36134, -2.48013)"
1129525,LOWER CHURCH FARMHOUSE,II,12/13/1985 12:00:00 AM,,32707,1:2500,"(51.35973, -2.48135)"
1129526,BADGER COTTAGE,II,12/13/1985 12:00:00 AM,,32711,1:2500,"(51.35925, -2.48145)"
1129527,CHURCH OF ST LAWRENCE,II*,02/01/1954 12:00:00 AM,,32713,1:2500,"(51.3627, -2.46383)"
1129528,THE OLD RECTORY,II,12/13/1985 12:00:00 AM,,32716,1:2500,"(51.36264, -2.46346)"
1129529,OUTBUILDINGS AND BARN ABOUT 15 METRES NORTH OF PRIORY FARMHOUSE,II,12/13/1985 12:00:00 AM,,32718,1:2500,"(51.36289, -2.46087)"
1129530,POPLAR FARMHOUSE,II,12/13/1985 12:00:00 AM,,32720,1:2500,"(51.36544, -2.46297)"
1129531,THE COTTAGE,II,12/13/1985 12:00:00 AM,,32722,1:2500,"(51.36551, -2.46103)"
1129532,GRANARY ABOUT 15 METRES EAST OF CHURCH FARM,II,12/13/1985 12:00:00 AM,,32724,1:2500,"(51.34231, -2.44201)"
1129533,UNIDENTIFIED MONUMENT IN THE CHURCHYARD AND 4 METERS SOUTH OF THE PORCH OF THE CHURCH OF ST LUKE AND ST ANDREW,II,12/13/1985 12:00:00 AM,,32726,1:2500,"(51.3419, -2.44228)"
1129534,GROUP OF 3 MONUMENTS IN THE CHURCHYARD AND 10 METRES SOUTH OF THE NAVE OF THE CHURCH OF ST LUKE AND ST ANDREW,II,12/13/1985 12:00:00 AM,,32728,1:2500,"(51.34183, -2.44234)"
1129535,PRISTON PLACE,II,12/13/1985 12:00:00 AM,,32729,1:2500,"(51.34113, -2.4421)"
1129536,PRISTON MILL FARMHOUSE,II,12/13/1985 12:00:00 AM,,32731,1:2500,"(51.35264, -2.43917)"
1129537,"GATEPIERS AND STEPS, 10 METRES SOUTH OF WILMINGTON FARMHOUSE",II,12/13/1985 12:00:00 AM,,32735,1:2500,"(51.3606, -2.44457)"
1129538,"NAISH MONUMENT 2 METRES SOUTH EAST OF SOUTH PORCH, CHURCH OF ST JAMES",II,01/15/1986 12:00:00 AM,,32738,1:2500,"(51.31582, -2.5606)"
1129539,CAMELEY HOUSE,II,09/21/1960 12:00:00 AM,,32740,1:2500,"(51.31348, -2.57488)"
1129540,HUMPHRESTON HOUSE,II,01/15/1986 12:00:00 AM,,32741,1:2500,"(51.31692, -2.54239)"
1129541,BRIDGE HOUSE,II,01/15/1986 12:00:00 AM,,32743,1:2500,"(51.31412, -2.53733)"
1129542,WALCOTT COTTAGE,II,01/15/1986 12:00:00 AM,,32745,1:2500,"(51.31733, -2.54215)"
1129543,THE PATCHES,II,01/15/1986 12:00:00 AM,,32746,1:2500,"(51.31921, -2.54369)"
1129544,CHOLWELL HOUSE,II,01/15/1986 12:00:00 AM,,32750,1:2500,"(51.32683, -2.55103)"
1129545,CHURCH FARMHOUSE,II,01/15/1986 12:00:00 AM,,32756,1:2500,"(51.32857, -2.54393)"
1129546,CLOUD HILL FARMHOUSE,II,01/15/1986 12:00:00 AM,,32757,1:2500,"(51.31742, -2.52919)"
1129547,RAILWAY HOTEL,II,01/15/1986 12:00:00 AM,,32759,1:2500,"(51.33111, -2.5398)"
1129548,METHODIST CHURCH,II,01/15/1986 12:00:00 AM,,32761,1:2500,"(51.32981, -2.54825)"
1129549,EASTWOOD MANOR FARM STEADING,I,01/15/1986 12:00:00 AM,,32763,1:2500,"(51.29443, -2.60582)"
1129551,"STILE, 8 METRES NORTH EAST OF CHANCEL, CHURCH OF ST LAURENCE",II,01/15/1986 12:00:00 AM,,32767,1:2500,"(51.30129, -2.62421)"
1129552,THE OLD RECTORY,II,01/15/1986 12:00:00 AM,,32771,1:2500,"(51.30108, -2.62422)"
1129553,COLEY COURT,II,09/21/1960 12:00:00 AM,,32773,1:2500,"(51.29915, -2.59924)"
1129554,COLEY COTTAGE,II,01/15/1986 12:00:00 AM,,32775,1:2500,"(51.29846, -2.60028)"
1129555,"GATES AND PIERS AT UPPER LODGE, NORTH OF HARPTREE COURT",II,01/15/1986 12:00:00 AM,,32777,1:2500,"(51.30389, -2.61914)"
1129556,VILLAGE CLOCK TOWER,II,01/15/1986 12:00:00 AM,,32778,1:2500,"(51.30113, -2.6226)"
1129557,GATEPIERS TO STABLEYARD SOUTH WEST OF HARPTREE COURT,II,09/21/1960 12:00:00 AM,,32780,1:2500,"(51.30094, -2.62179)"
1129558,"BRIDGE, 50 METRES NORTH OF HARPTREE COURT",II,01/15/1960 12:00:00 AM,01/15/1986 12:00:00 AM,32782,1:2500,"(51.30129, -2.62101)"
1129559,"BUSH AND UNIDENTIFIED MONUMENT, IN CHURCHYARD 7 METRES SOUTH WEST OF TOWER, CHURCH OF ALL SAINTS",II,01/15/1986 12:00:00 AM,,32786,1:2500,"(51.34296, -2.48794)"
1129560,MANOR FARMHOUSE,II,01/15/1986 12:00:00 AM,,32790,1:2500,"(51.34211, -2.49534)"
1129561,BROOKLYN COTTAGE,II,01/15/1986 12:00:00 AM,,32792,1:2500,"(51.34421, -2.48847)"
1129562,RICHMOND HOUSE,II,01/15/1986 12:00:00 AM,,32795,1:2500,"(51.34308, -2.49292)"
1129563,FARRINGTON INN,II,01/15/1986 12:00:00 AM,,32800,1:2500,"(51.29989, -2.53393)"
1129564,ARCADE ABOUT 200 METRES NORTH WEST OF HUNSTRETE HOUSE,II,12/13/1985 12:00:00 AM,,32700,1:2500,"(51.35688, -2.50995)"
1129565,FORMER STABLE RANGE AT THE LITTLE MANOR,II,01/15/1986 12:00:00 AM,,32805,1:2500,"(51.29753, -2.52694)"
1129566,PITWAY FARMHOUSE,II,01/15/1986 12:00:00 AM,,32807,1:2500,"(51.29872, -2.53506)"
1129567,THE GRANGE,II,09/21/1960 12:00:00 AM,,32809,1:2500,"(51.31257, -2.51936)"
1129568,BROOK FARMHOUSE,II,01/15/1986 12:00:00 AM,,32811,1:2500,"(51.3125, -2.51844)"
1129569,THE SHOP,II,01/15/1986 12:00:00 AM,09/15/1986 12:00:00 AM,32814,1:2500,"(51.32452, -2.51111)"
1129570,"LANSDOWN MONUMENT IN CHURCHYARD, 1 METRE NORTH OF NAVE, CHURCH OF HOLY TRINITY",II,01/15/1986 12:00:00 AM,,32818,1:2500,"(51.31996, -2.51011)"
1129571,MEADOW LEA AND GARDEN RAILINGS,II,01/15/1986 12:00:00 AM,,32822,1:2500,"(51.31054, -2.52673)"
1129572,THE MANOR HOUSE,II,01/15/1986 12:00:00 AM,,32824,1:2500,"(51.31071, -2.58269)"
1129573,WEST HOUSE FARMHOUSE,II,01/15/1986 12:00:00 AM,,32826,1:2500,"(51.30839, -2.59114)"
1129574,MIDDLE ROAD FARMHOUSE,II,01/15/1986 12:00:00 AM,,32828,1:2500,"(51.30836, -2.58645)"
1129575,CHURCH OF ST NICHOLAS AND MARY,II,09/21/1960 12:00:00 AM,,32829,1:2500,"(51.33262, -2.57671)"
1129576,SUTTON COURT,II*,09/21/1960 12:00:00 AM,,32831,1:2500,"(51.34171, -2.58021)"
1129577,"SUTTON COURT LODGE, GATES AND GATEPIERS",II,01/15/1986 12:00:00 AM,,32833,1:2500,"(51.3431, -2.57809)"
1129578,PARISH BOUNDARY MARKER OPPOSITE HOLLOW BROOK COTTAGE,II,01/15/1986 12:00:00 AM,,32835,1:2500,"(51.34365, -2.59807)"
1129579,THE OLD VICARAGE,II,01/15/1986 12:00:00 AM,,32837,1:2500,"(51.33694, -2.58004)"
1129580,TILLEY MANOR FARMHOUSE,II,09/21/1960 12:00:00 AM,,32841,1:2500,"(51.30951, -2.63293)"
1129581,GOURNAY COURT,II*,09/21/1960 12:00:00 AM,01/15/1986 12:00:00 AM,32843,1:2500,"(51.30869, -2.6328)"
1129582,BARN TO NORTH WEST OF GOURNAY COURT,II,01/15/1986 12:00:00 AM,,32846,1:2500,"(51.30917, -2.63347)"
1129583,AQUEDUCT IN HARPTREE COMBE,II,07/04/1989 12:00:00 AM,,32850,1:2500,"(51.30151, -2.62989)"
1129584,K6 TELEPHONE KIOSK,II,03/14/1990 12:00:00 AM,,32852,1:2500,"(51.30973, -2.58307)"
1129585,ROSECHURCH COTTAGE,II,05/02/1986 12:00:00 AM,,32854,1:2500,"(51.30761, -2.50292)"
1129586,"GROUP OF 3 BROADRIBB AND PURNELL MONUMENTS, 1 METRE EAST OF SOUTH AISLE, CHURCH OF ST AUGUSTINE",II,01/15/1986 12:00:00 AM,,32752,1:2500,"(51.32807, -2.54286)"
1129587,"HILL MONUMENT, IN THE CHURCHYARD AND 5 METRES NORTH EAST OF TOWER OF CHURCH OF HOLY TRINITY",II,05/02/1986 12:00:00 AM,,32858,1:2500,"(51.30733, -2.50362)"
1129588,"HALL MONUMENT, IN THE CHURCHYARD AND 6 METRES SOUTH OF THE CHURCH OF THE HOLY TRINITY",II,05/02/1986 12:00:00 AM,,32859,1:2500,"(51.30714, -2.50363)"
1129589,THE LAURELS,II,05/02/1986 12:00:00 AM,07/04/1986 12:00:00 AM,32862,1:2500,"(51.30621, -2.50277)"
1129590,FERN COTTAGE,II,05/02/1986 12:00:00 AM,,32865,1:2500,"(51.3064, -2.5022)"
1129591,THE COTTAGE,II,05/02/1986 12:00:00 AM,,32867,1:2500,"(51.30616, -2.50234)"
1129592,BRIDGEFOOT LODGE,II,05/02/1986 12:00:00 AM,,32870,1:2500,"(51.31772, -2.47236)"
1129593,"BALUSTRADE, 15 METRES NORTH OF PARISH'S HOUSE",II,05/02/1986 12:00:00 AM,,32874,1:2500,"(51.32676, -2.47046)"
1129594,CHURCH OF ST MARY THE VIRGIN,II*,09/21/1960 12:00:00 AM,05/02/1986 12:00:00 AM,32876,1:2500,"(51.32555, -2.47892)"
